product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
bdcf6a834e8faa30dac3886c7a58e92e,beleza_saude,26.0,394.0,1.0,1614.0,31.0,16.0,28.0
4f2c53c9a1a7a00a247b351c1fdbed13,cama_mesa_banho,54.0,662.0,1.0,550.0,22.0,4.0,28.0
35afc973633aaeb6b877ff57b2793310,casa_conforto,56.0,176.0,1.0,1825.0,53.0,10.0,40.0
53759a2ecddad2bb87a079a1f1519f73,ferramentas_jardim,58.0,340.0,2.0,1500.0,30.0,22.0,30.0
9fb9a39f2e393018aaeb432394aff48f,livros_interesse_geral,34.0,1151.0,9.0,1950.0,36.0,5.0,23.0
2bd9b51a9ab079e095aca987845d3266,consoles_games,55.0,450.0,1.0,300.0,25.0,15.0,25.0
3a264b078bf20e98f315ff65c23fa263,brinquedos,35.0,478.0,2.0,8100.0,30.0,36.0,46.0
20566af10fda4783935b8cef249fa4c3,relogios_presentes,39.0,243.0,1.0,500.0,22.0,14.0,21.0
a9516a079e37a9c9c36b9b78b10169e8,moveis_escritorio,41.0,1141.0,1.0,8683.0,54.0,64.0,31.0
ee3e94e918d05a5da04a4cb547e91dcc,informatica_acessorios,53.0,1459.0,4.0,548.0,20.0,10.0,16.0
6490b9f63b0b595e1c1402b46b0f50ad,telefonia,24.0,820.0,1.0,300.0,18.0,10.0,13.0
ca7966fa77959536468be3c6ce1f19e1,cama_mesa_banho,52.0,126.0,2.0,19500.0,25.0,60.0,55.0
9dae52e79d63184a0b32da87c5aabecf,relogios_presentes,40.0,621.0,1.0,450.0,22.0,14.0,27.0
f471a2281d25a1dbf3193dd5e969aa0f,pet_shop,38.0,555.0,4.0,400.0,20.0,4.0,12.0
f9d774a1820f792952eea079a40a7c6b,beleza_saude,46.0,339.0,4.0,500.0,28.0,3.0,19.0
fb7a100ec8c7b34f60cec22b1a9a10e0,brinquedos,58.0,321.0,2.0,150.0,16.0,16.0,16.0
71a5f1c2a5fd9889ef26b5ac22aec9c6,moveis_decoracao,60.0,500.0,3.0,100.0,16.0,3.0,11.0
b18fa799c2e098abdceb194c359938f6,utilidades_domesticas,56.0,398.0,1.0,1450.0,30.0,30.0,30.0
